"File","Line","Column","ErrorCode","Message"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","198","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","203","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","215","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","221","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","228","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","188","31","CS1061","'StatisticsDisplay' does not contain a definition for 'Render' and no accessible extension method 'Render' accepting a first argument of type 'StatisticsDisplay' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","191","29","CS1061","'GameOverUI' does not contain a definition for 'Render' and no accessible extension method 'Render' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","238","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","245","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","275","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","296","39","CS1503","Argument 1: cannot convert from 'SASZombieAssaultTD.Engine.Rendering.Renderer' to 'SASZombieAssaultTD.Engine.Rendering.IRenderContext' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","305","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","318","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","324","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","332","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","351","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Rendering\Framebuffer.cs","143","21","CS0266","Cannot implicitly convert type 'float' to 'int'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Rendering\Framebuffer.cs","144","21","CS0266","Cannot implicitly convert type 'float' to 'int'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Rendering\Framebuffer.cs","145","21","CS0266","Cannot implicitly convert type 'float' to 'int'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Rendering\Framebuffer.cs","146","21","CS0266","Cannot implicitly convert type 'float' to 'int'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\Scene.cs","429","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","206","17","CS0117","'GameStatistics' does not contain a definition for 'WaveReached' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","206","44","CS0117","'WaveDirector' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","207","17","CS0117","'GameStatistics' does not contain a definition for 'EnemiesKilled' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","207","33","CS0103","The name 'CombatSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","208","17","CS0117","'GameStatistics' does not contain a definition for 'TowersBuilt' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","208","31","CS0103","The name 'TowerRegistry' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","209","17","CS0117","'GameStatistics' does not contain a definition for 'MoneyEarned' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","209","31","CS0103","The name 'EconomyManager' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","210","17","CS0117","'GameStatistics' does not contain a definition for 'MoneySpent' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","210","30","CS0103","The name 'EconomyManager' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","211","17","CS0117","'GameStatistics' does not contain a definition for 'TimePlayed' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","211","30","CS0103","The name 'Time' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","212","17","CS0117","'GameStatistics' does not contain a definition for 'Accuracy' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","212","28","CS0103","The name 'CombatSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","213","17","CS0117","'GameStatistics' does not contain a definition for 'TowersLost' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","213","30","CS0103","The name 'TowerRegistry' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","214","17","CS0117","'GameStatistics' does not contain a definition for 'LivesLost' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","214","29","CS0103","The name 'PlayerLives' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","218","24","CS1061","'GameStatistics' does not contain a definition for 'CalculateScore' and no accessible extension method 'CalculateScore' accepting a first argument of type 'GameStatistics' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","228","25","CS1061","'GameOverUI' does not contain a definition for 'Initialize' and no accessible extension method 'Initialize' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","232","27","CS1061","'StatisticsDisplay' does not contain a definition for 'Initialize' and no accessible extension method 'Initialize' accepting a first argument of type 'StatisticsDisplay' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","235","25","CS1061","'GameOverUI' does not contain a definition for 'OnRetry' and no accessible extension method 'OnRetry' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","236","25","CS1061","'GameOverUI' does not contain a definition for 'OnMainMenu' and no accessible extension method 'OnMainMenu' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","237","25","CS1061","'GameOverUI' does not contain a definition for 'OnHighScores' and no accessible extension method 'OnHighScores' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","246","22","CS0117","'GameLoop' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","249","26","CS0117","'WaveDirector' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","252","13","CS0103","The name 'AudioSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","255","28","CS0117","'ParticleSystem' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","264","13","CS0103","The name 'EffectSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","267","13","CS0103","The name 'AnimationSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","276","22","CS0117","'GameLoop' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","279","13","CS0103","The name 'RenderSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","279","46","CS0103","The name 'Screen' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","279","60","CS0103","The name 'Screen' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","24","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","25","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","26","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","39","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","49","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","60","17","CS0103","The name 'Input' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","63","21","CS0103","The name 'Input' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","63","40","CS0103","The name 'KeyCode' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","71","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","73","42","CS0103","The name 'previousGameScene' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","73","30","CS1061","'SceneManager' does not contain a definition for 'QueueScene' and no accessible extension method 'QueueScene' accepting a first argument of type 'SceneManager' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","86","21","CS1501","No overload for method 'DrawText' takes 5 arguments [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\PauseScene.cs","87","21","CS1501","No overload for method 'DrawText' takes 5 arguments [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","23","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","288","24","CS0103","The name 'FontCache' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","291","22","CS0103","The name 'Screen' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","292","21","CS0103","The name 'Screen' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","294","13","CS0103","The name 'RenderSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","298","32","CS0103","The name 'FontCache' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","300","30","CS0103","The name 'Screen' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","301","29","CS0103","The name 'Screen' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","303","13","CS0103","The name 'RenderSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","303","75","CS0117","'Color' does not contain a definition for 'DarkRed' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","55","36","CS0246","The type or namespace name 'Vector3' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","56","32","CS0246","The type or namespace name 'Vector3' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","62","36","CS0246","The type or namespace name 'Vector3' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","63","32","CS0246","The type or namespace name 'Vector3' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","69","36","CS0246","The type or namespace name 'Vector3' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","70","32","CS0246","The type or namespace name 'Vector3' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","337","34","CS0117","'GameStateMachine' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","342","29","CS1061","'GameOverUI' does not contain a definition for 'ShowError' and no accessible extension method 'ShowError' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Towers\TowerPlacementPreview.cs","505","31","CS1061","'TowerUpgrade' does not contain a definition for 'DamageBonus' and no accessible extension method 'DamageBonus' accepting a first argument of type 'TowerUpgrade' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Towers\TowerPlacementPreview.cs","506","30","CS1061","'TowerUpgrade' does not contain a definition for 'RangeBonus' and no accessible extension method 'RangeBonus' accepting a first argument of type 'TowerUpgrade' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Towers\TowerPlacementPreview.cs","507","33","CS1061","'TowerUpgrade' does not contain a definition for 'FireRateBonus' and no accessible extension method 'FireRateBonus' accepting a first argument of type 'TowerUpgrade' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","92","37","CS1061","'UIInputRouter' does not contain a definition for 'GetMenuInput' and no accessible extension method 'GetMenuInput' accepting a first argument of type 'UIInputRouter' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","97","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","102","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","359","34","CS0117","'GameStateMachine' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\ModernResourcePipeline.cs","78","77","CS1061","'WeakReference' does not contain a definition for 'TryGetTarget' and no accessible extension method 'TryGetTarget' accepting a first argument of type 'WeakReference' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\ModernResourcePipeline.cs","88","77","CS1061","'WeakReference' does not contain a definition for 'TryGetTarget' and no accessible extension method 'TryGetTarget' accepting a first argument of type 'WeakReference' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","128","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\ModernResourcePipeline.cs","122","77","CS1061","'WeakReference' does not contain a definition for 'TryGetTarget' and no accessible extension method 'TryGetTarget' accepting a first argument of type 'WeakReference' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","133","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","376","29","CS1061","'GameOverUI' does not contain a definition for 'ShowHighScores' and no accessible extension method 'ShowHighScores' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","381","29","CS1061","'GameOverUI' does not contain a definition for 'ShowError' and no accessible extension method 'ShowError' accepting a first argument of type 'GameOverUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","138","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\MainMenuScene.cs","143","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","391","13","CS0103","The name 'PlayerLives' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","392","13","CS0103","The name 'PlayerHealth' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","393","13","CS0103","The name 'EconomyManager' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","396","26","CS0117","'WaveDirector' does not contain a definition for 'Reset' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","397","13","CS0103","The name 'TowerRegistry' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","398","13","CS0103","The name 'CombatSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","401","13","CS0103","The name 'PerformanceManager' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Scenes\LoadingScene.cs","50","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\GameOverState.cs","410","22","CS0117","'GameLoop' does not contain a definition for 'Instance' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
