"FileName","FullPath","IncludedInCsproj","DuplicateName","BackupPattern","SuspiciousFolder"
"AchievementListRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\AchievementListRenderer.cs","False","True","False","False"
"AchievementPopupRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\AchievementPopupRenderer.cs","False","True","False","False"
"AchievementRarity.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\AchievementRarity.cs","False","False","False","False"
"ChallengeDefinition.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\ChallengeDefinition.cs","False","False","False","False"
"ChallengeInstance.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\ChallengeInstance.cs","False","False","False","False"
"AchievementListRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\UI\AchievementListRenderer.cs","False","True","False","False"
"AchievementPopupRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Achievements\UI\AchievementPopupRenderer.cs","False","True","False","False"
"AIController.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\AI\AIController.cs","False","False","False","False"
"BasicChaseBehavior.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\AI\Behaviors\BasicChaseBehavior.cs","False","False","False","False"
"Blackboard.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\AI\Blackboard\Blackboard.cs","False","False","False","False"
"AssetBatchLoadResult.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetBatchLoadResult.cs","False","False","False","False"
"AssetBundle.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetBundle.cs","False","False","False","False"
"AssetDiscovery.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetDiscovery.cs","False","False","False","False"
"AssetHandle.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetHandle.cs","False","False","False","False"
"AssetInitializer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetInitializer.cs","False","False","False","False"
"AssetKey.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetKey.cs","False","False","False","False"
"AssetLoadContext.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetLoadContext.cs","False","False","False","False"
"AssetLoadResult.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetLoadResult.cs","False","False","False","False"
"AssetManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetManager.cs","False","False","False","False"
"AssetMetadata.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetMetadata.cs","False","False","False","False"
"AssetPipeline.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetPipeline.cs","False","False","False","False"
"AssetRegistry.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetRegistry.cs","False","False","False","False"
"AssetSource.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetSource.cs","False","False","False","False"
"AssetType.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetType.cs","False","False","False","False"
"AssetUtils.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetUtils.cs","False","False","False","False"
"AssetValidation.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\AssetValidation.cs","False","False","False","False"
"DataLoader.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\DataLoader.cs","False","False","False","False"
"TextureLoader.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Assets\TextureLoader.cs","False","False","False","False"
"AudioSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Audio\AudioSystem.cs","False","False","False","False"
"MusicTrack.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Audio\MusicTrack.cs","False","True","False","False"
"SoundEffect.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Audio\SoundEffect.cs","False","True","False","False"
"ChallengeDifficulty.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Challenges\ChallengeDifficulty.cs","False","False","False","False"
"ChallengeListRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Challenges\ChallengeListRenderer.cs","False","True","False","False"
"ChallengeTrackerRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Challenges\ChallengeTrackerRenderer.cs","False","True","False","False"
"KillFeedSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Combat\KillFeedSystem.cs","False","True","False","False"
"KillFeedStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Combat\Statistics\KillFeedStatistics.cs","False","True","False","False"
"DebugLogger.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Diagnostics\DebugLogger.cs","False","False","False","False"
"FrameStats.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Diagnostics\FrameStats.cs","False","False","False","False"
"HeartbeatMonitor.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Diagnostics\HeartbeatMonitor.cs","False","False","False","False"
"Timing.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Diagnostics\Timing.cs","False","False","False","False"
"EnemyDefinition.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\EnemyDefinition.cs","False","False","False","False"
"EnemyDefinitionRegistry.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\EnemyDefinitionRegistry.cs","False","False","False","False"
"EnemyDefinitionValidator.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\EnemyDefinitionValidator.cs","False","False","False","False"
"EnemySystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\EnemySystem.cs","False","False","False","False"
"ZombieAI.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\ZombieAI.cs","False","False","False","False"
"ZombieMovement.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\ZombieMovement.cs","False","False","False","False"
"ZombieSpawner.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\ZombieSpawner.cs","False","False","False","False"
"EnemyDefinitionRegistryTests.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\Tests\EnemyDefinitionRegistryTests.cs","False","False","False","False"
"EnemyDefinitionValidatorTests.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\Tests\EnemyDefinitionValidatorTests.cs","False","False","False","False"
".NETCoreApp,Version=v10.0.AssemblyAttributes.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\Tests\obj\Debug\net10.0-windows\.NETCoreApp,Version=v10.0.AssemblyAttributes.cs","False","True","False","False"
"SASZombieAssaultTD.Engine.Systems.Enemies.Tests.AssemblyInfo.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\Tests\obj\Debug\net10.0-windows\SASZombieAssaultTD.Engine.Systems.Enemies.Tests.AssemblyInfo.cs","False","False","False","False"
"SASZombieAssaultTD.Engine.Systems.Enemies.Tests.GlobalUsings.g.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Enemies\Tests\obj\Debug\net10.0-windows\SASZombieAssaultTD.Engine.Systems.Enemies.Tests.GlobalUsings.g.cs","False","False","False","False"
"AchievementUnlockedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\AchievementUnlockedEvent.cs","False","False","False","False"
"ChallengeCompletedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ChallengeCompletedEvent.cs","False","False","False","False"
"EntityDiedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\EntityDiedEvent.cs","False","False","False","False"
"EntityRespawnedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\EntityRespawnedEvent.cs","False","False","False","False"
"EventBus.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\EventBus.cs","False","False","False","False"
"EventManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\EventManager.cs","False","False","False","False"
"GameLoadedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\GameLoadedEvent.cs","False","False","False","False"
"GameOverEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\GameOverEvent.cs","False","False","False","False"
"IEventBus.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\IEventBus.cs","False","False","False","False"
"IEventListener.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\IEventListener.cs","False","False","False","False"
"IGameEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\IGameEvent.cs","False","False","False","False"
"ItemAddedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ItemAddedEvent.cs","False","False","False","False"
"ItemPickupEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ItemPickupEvent.cs","False","False","False","False"
"ItemRemovedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ItemRemovedEvent.cs","False","False","False","False"
"ItemUseEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ItemUseEvent.cs","False","False","False","False"
"KillAttributedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\KillAttributedEvent.cs","False","False","False","False"
"LevelUpEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\LevelUpEvent.cs","False","False","False","False"
"ResourceChangedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ResourceChangedEvent.cs","False","False","False","False"
"RoundCompletedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\RoundCompletedEvent.cs","False","False","False","False"
"ScoreUpdatedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ScoreUpdatedEvent.cs","False","False","False","False"
"TriggerEnterEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\TriggerEnterEvent.cs","False","False","False","False"
"TriggerExitEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\TriggerExitEvent.cs","False","False","False","False"
"ZoneEnteredEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ZoneEnteredEvent.cs","False","False","False","False"
"ZoneExitedEvent.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Events\ZoneExitedEvent.cs","False","False","False","False"
"AchievementSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\AchievementSystem.cs","False","False","False","False"
"AnimationSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\AnimationSystem.cs","False","True","False","False"
"AnimationTriggerSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\AnimationTriggerSystem.cs","False","False","False","False"
"CameraSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\CameraSystem.cs","False","True","False","False"
"ChallengeSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\ChallengeSystem.cs","False","False","False","False"
"DamageSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\DamageSystem.cs","False","False","False","False"
"DeathEffectSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\DeathEffectSystem.cs","False","False","False","False"
"DeathSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\DeathSystem.cs","False","False","False","False"
"EnemyBase.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\EnemyBase.cs","False","False","False","False"
"EntityRemovalSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\EntityRemovalSystem.cs","False","False","False","False"
"GameOverSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\GameOverSystem.cs","False","False","False","False"
"InventorySystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\InventorySystem.cs","False","True","False","False"
"KillAttributionSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\KillAttributionSystem.cs","False","False","False","False"
"MetaProgressionSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\MetaProgressionSystem.cs","False","False","False","False"
"PathfindingSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\PathfindingSystem.cs","False","True","False","False"
"PickupSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\PickupSystem.cs","False","False","False","False"
"PlayerMovementConfig.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\PlayerMovementConfig.cs","False","False","False","False"
"PlayerSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\PlayerSystem.cs","False","False","False","False"
"ProjectileSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\ProjectileSystem.cs","False","False","False","False"
"ResourceSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\ResourceSystem.cs","False","True","False","False"
"ResourceType.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\ResourceType.cs","False","False","False","False"
"RespawnSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\RespawnSystem.cs","False","False","False","False"
"RoundResetSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\RoundResetSystem.cs","False","False","False","False"
"ScoreSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\ScoreSystem.cs","False","False","False","False"
"StatsTrackerSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\StatsTrackerSystem.cs","False","False","False","False"
"TowerBase.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\TowerBase.cs","False","False","False","False"
"TowerSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\TowerSystem.cs","False","False","False","False"
"WaveController.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\WaveController.cs","False","False","False","False"
"ZoneTriggerSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\ZoneTriggerSystem.cs","False","False","False","False"
"AnimationClip.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Animation\AnimationClip.cs","False","True","False","False"
"AnimationFrame.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Animation\AnimationFrame.cs","False","False","False","False"
"AnimationPlayer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Animation\AnimationPlayer.cs","False","False","False","False"
"GameplayEventRouter.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Events\GameplayEventRouter.cs","False","False","False","False"
"GameplayEventType.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Events\GameplayEventType.cs","False","False","False","False"
"IInteractable.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Interaction\IInteractable.cs","False","False","False","False"
"InteractionSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Interaction\InteractionSystem.cs","False","False","False","False"
"InteractionType.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Interaction\InteractionType.cs","False","False","False","False"
"InventorySystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Inventory\InventorySystem.cs","False","True","False","False"
"WeaponSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Weapons\WeaponSystem.cs","False","False","False","False"
"BasicZombie.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Zombies\BasicZombie.cs","False","False","False","False"
"ZombieBase.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Zombies\ZombieBase.cs","False","False","False","False"
"ZombieController.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Gameplay\Zombies\ZombieController.cs","False","False","False","False"
"HazardAnalytics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Analytics\HazardAnalytics.cs","False","False","False","False"
"HazardAnalyticsValidator.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Analytics\HazardAnalyticsValidator.cs","False","False","False","False"
"HazardDebugOverlay.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Analytics\HazardDebugOverlay.cs","False","False","False","False"
"HazardEffectResult.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Analytics\HazardEffectResult.cs","False","False","False","False"
"HazardEffect.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Core\HazardEffect.cs","False","False","False","False"
"HazardManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Core\HazardManager.cs","False","False","False","False"
"HazardZone.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Core\HazardZone.cs","False","False","False","False"
"StandardHazardZone.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Core\StandardHazardZone.cs","False","False","False","False"
"NukeBlast.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Nuke\NukeBlast.cs","False","False","False","False"
"NukeCloud.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Nuke\NukeCloud.cs","False","False","False","False"
"RadiationExposure.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Nuke\RadiationExposure.cs","False","False","False","False"
"HazardVisualSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Hazards\Visual\HazardVisualSystem.cs","False","False","False","False"
"ItemDatabase.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Inventory\ItemDatabase.cs","False","False","False","False"
"ItemDefinition.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Inventory\ItemDefinition.cs","False","False","False","False"
"ItemInstance.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Inventory\ItemInstance.cs","False","False","False","False"
"MetaProgressionRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Meta\MetaProgressionRenderer.cs","False","True","False","False"
"Pathfinder.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Pathfinding\Pathfinder.cs","False","False","False","False"
"PathLoader.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Pathfinding\PathLoader.cs","False","False","False","False"
"PathNetwork.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Pathfinding\PathNetwork.cs","False","False","False","False"
"PathNode.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Pathfinding\PathNode.cs","False","False","False","False"
"LoadSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Persistence\LoadSystem.cs","False","False","False","False"
"SaveGameData.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Persistence\SaveGameData.cs","False","False","False","False"
"SaveManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Persistence\SaveManager.cs","False","True","False","False"
"SaveSerializer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Persistence\SaveSerializer.cs","False","False","False","False"
"PlayerStatsData.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Player\PlayerStatsData.cs","False","False","False","False"
"RenderContext.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Rendering\RenderContext.cs","False","False","False","False"
"RenderSettings.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Rendering\RenderSettings.cs","False","False","False","False"
"RenderSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Rendering\RenderSystem.cs","False","True","False","False"
"ResourceSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Resources\ResourceSystem.cs","False","True","False","False"
"SaveFileInfo.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Save\SaveFileInfo.cs","False","False","False","False"
"FileUtils.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\SaveLoad\FileUtils.cs","False","False","False","False"
"JsonUtils.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\SaveLoad\JsonUtils.cs","False","False","False","False"
"SaveData.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\SaveLoad\SaveData.cs","False","True","False","False"
"SaveManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\SaveLoad\SaveManager.cs","False","True","False","False"
"SaveVersioning.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\SaveLoad\SaveVersioning.cs","False","False","False","False"
"SettingsSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\Settings\SettingsSystem.cs","False","False","False","False"
"AchievementListRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\AchievementListRenderer.cs","False","True","False","False"
"AchievementPopupRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\AchievementPopupRenderer.cs","False","True","False","False"
"Button.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Button.cs","False","False","False","False"
"ChallengeListRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\ChallengeListRenderer.cs","False","True","False","False"
"ChallengeTrackerRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\ChallengeTrackerRenderer.cs","False","True","False","False"
"GameOverScreenRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\GameOverScreenRenderer.cs","False","False","False","False"
"GameOverScreenStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\GameOverScreenStatistics.cs","False","False","False","False"
"HealthBarRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\HealthBarRenderer.cs","False","False","False","False"
"HUD.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\HUD.cs","False","False","False","False"
"InventoryPanelRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\InventoryPanelRenderer.cs","False","False","False","False"
"ItemTooltipRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\ItemTooltipRenderer.cs","False","False","False","False"
"KillFeedSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\KillFeedSystem.cs","False","True","False","False"
"LayoutSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\LayoutSystem.cs","False","False","False","False"
"Menus.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Menus.cs","False","False","False","False"
"MetaProgressionRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\MetaProgressionRenderer.cs","False","True","False","False"
"Panel.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Panel.cs","False","True","False","False"
"PointF.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\PointF.cs","False","False","False","False"
"ResourceDisplayRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\ResourceDisplayRenderer.cs","False","False","False","False"
"RespawnCountdownRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\RespawnCountdownRenderer.cs","False","False","False","False"
"RespawnCountdownStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\RespawnCountdownStatistics.cs","False","False","False","False"
"RoundCompleteNotificationRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\RoundCompleteNotificationRenderer.cs","False","False","False","False"
"RoundCompleteStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\RoundCompleteStatistics.cs","False","False","False","False"
"ScoreDisplayStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\ScoreDisplayStatistics.cs","False","False","False","False"
"ScoreDisplaySystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\ScoreDisplaySystem.cs","False","False","False","False"
"UIElement.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\UIElement.cs","False","True","False","False"
"UIElementBase.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\UIElementBase.cs","False","False","False","False"
"UIRoot.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\UIRoot.cs","False","False","False","False"
"UISystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\UISystem.cs","False","True","False","False"
"UIAssetLoader.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Assets\UIAssetLoader.cs","False","False","False","False"
"UIFont.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Assets\UIFont.cs","False","False","False","False"
"UISprite.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Assets\UISprite.cs","False","False","False","False"
"UIDebugInspector.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Debug\UIDebugInspector.cs","False","False","False","False"
"UIDebugOverlay.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Debug\UIDebugOverlay.cs","False","False","False","False"
"UIFocusManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Input\UIFocusManager.cs","False","False","False","False"
"UIInputRouter.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Input\UIInputRouter.cs","False","False","False","False"
"UIInputState.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Input\UIInputState.cs","False","False","False","False"
"UILayoutSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Layout\UILayoutSystem.cs","False","False","False","False"
"UILayoutTypes.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Layout\UILayoutTypes.cs","False","False","False","False"
"UIBatcher.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Rendering\UIBatcher.cs","False","False","False","False"
"UIRenderContext.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Rendering\UIRenderContext.cs","False","False","False","False"
"UIRenderer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Rendering\UIRenderer.cs","False","False","False","False"
"HealthBarRendererStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Statistics\HealthBarRendererStatistics.cs","False","False","False","False"
"KillFeedStatistics.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Statistics\KillFeedStatistics.cs","False","True","False","False"
